"ID","ID2","Item title","Final URL","Image URL","Item subtitle","Item description","Item category","Price","Sale price","Contextual keywords","Item address","Tracking template","Custom parameter","Final mobile URL","Android app link","iOS app link","iOS app store ID","Formatted price","Formatted sale price"
"31674001_070_CNF","","Crewson chukka","http://ballzy.eu/et/product/crewson-chukka-31674001-070-cnf","https://o.cropink.com/i/p-i/9757528f-51a5-48cf-9a8e-be5c3cf10d29","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Boots","179.00 EUR","134.25 EUR","Dr. Martens;Black;Lifestyle;in stock;Yes;Dr. Martens;Male","","","","","","","","",""
"IF7086_4.5_CNF","","Handball spezial","http://ballzy.eu/et/product/handball-spezial-if7086-4-5-cnf","https://o.cropink.com/i/p-i/469757e2-fcc2-4442-a750-cc09f4c92b28","","<html><body><p> astu retrohõngulisse stiili ja kogu päeva kestvasse mugavusse nende adidas handball spezial jalanõudega. algselt 70ndatel sisespordialade jaoks loodud madalprofiililised jalatsid on valmis domineerima väljakul ja tänavatel. esmaklassiline mokkamoe pealne on rõhutatud kontrastsete õmblustega, mis annavad moodsa elegantsi, samas kui t-toe disain hoiab välimuse minevikus. </p></body></html> Vaata lähemalt ballzy.eu.","Men's Street Shoes","109.00 EUR","81.75 EUR","adidas Originals;Gray;Lifestyle;in stock;Yes;adidas Originals;Male|Female","","","","","","","","",""
"JH8998_8_CNF","","Campus 00s","http://ballzy.eu/et/product/campus-00s-jh8998-8-cnf","https://o.cropink.com/i/p-i/ae9a1851-d970-4234-9a0d-d26c05417357","","<html><body><p> need adidas´i kingad võtavad campus 80s´i ikoonilised elemendid ja annavad neile uue, rula- ja rula-ala inspireeritud pöörde. veluurnahk on tuntud oma vastupidavuse ja selle poolest, kuidas see aja jooksul su jalale kohandub, ning see aitab tagada pikaealisuse ja kindla jalgealuse. uued kolledžipärased värvid, graafika ja brändi loovad uue identiteedi, mida järgmine põlvkond saab omada ja stiilseks muuta. </p></body></html> Vaata lähemalt ballzy.eu.","Men's Street Shoes","119.00 EUR","79.00 EUR","adidas Originals;Black;Lifestyle;in stock;Yes;adidas Originals;Male","","","","","","","","",""
"M1906NK_4.5_CNF","","New balance 1906","http://ballzy.eu/et/product/new-balance-1906-m1906nk-4-5-cnf","https://o.cropink.com/i/p-i/f414db38-0096-4a38-9cf2-f0f9363c6a9a","","<html><body><p>see jooksujalatsid on disainitud mugavusomadustega ja kõrgekvaliteedilise tehnoloogiaga, et pidada sammu teie aktiivse eluviisiga.</p></body></html> Vaata lähemalt ballzy.eu.","Women's Street Shoes","179.00 EUR","119.00 EUR","New Balance;Beež;Lifestyle;in stock;Yes;New Balance;Male|Female","","","","","","","","",""
"M1906NL_4.5_CNF","","New balance 1906","http://ballzy.eu/et/product/new-balance-1906-m1906nl-4-5-cnf","https://o.cropink.com/i/p-i/2fc461de-8133-48f8-b790-997ad3f0d1fd","","<html><body><p>see jooksujalatsid on disainitud mugavusomadustega ja kõrgekvaliteedilise tehnoloogiaga, et pidada sammu teie aktiivse eluviisiga.</p></body></html> Vaata lähemalt ballzy.eu.","Women's Street Shoes","179.00 EUR","89.00 EUR","New Balance;Gray;Lifestyle;in stock;Yes;New Balance;Male|Female","","","","","","","","",""
"FZ5899_474_M_CNF","","Women´s nike sportswear therma-fit synthetic fill classic puffer","http://ballzy.eu/et/product/women-s-nike-sportswear-therma-fit-synthetic-fill-classic-puffer-fz5899-474-m-cnf","https://o.cropink.com/i/p-i/2d576c91-5e5d-4b98-abaa-88bfa4c7d72c","","<html><body><p> võta vastu talvekülma, sest see jope on loodud selleks, et lisada oma ellu soojust. piisavalt lõdvestunud sünteetiline täidis lisab soojust, samas kui nike therma-fit tehnoloogia aitab juhtida sinu keha loomulikku soojust, et hoida sind külma ilmaga soojana. lisaks sellele aitab vetthülgav viimistlus hoida sind kuivana. nii et tõmba tõmblukk kinni, viska käed taskusse ja mine välja!. toote omadused: nike therma-fit tehnoloogia aitab juhtida keha loomulikku soojust, et hoida sind  Vaata lähemalt ballzy.eu.","Women's Jackets","149.00 EUR","111.75 EUR","Nike;Blue;Lifestyle;in stock;Yes;Nike;Female","","","","","","","","",""
"342964_072_8_CNF","","Jordan true flight","http://ballzy.eu/et/product/jordan-true-flight-342964-072-8-cnf","https://o.cropink.com/i/p-i/f8b016a9-d636-40bb-a460-e5a917d4e799","","<html><body><p> signature details with a performance pedigree&hellip; jordan true flight võtab disainielemendid aj7-st, et luua toss, mis toob klassikalise tulemuslikkuse välimuse tänavariietesse. sellel on kõrgekvaliteediline nahk, mis on struktureeritud sisemise varruka ümber, et tagada turvaline istuvus, mida on lihtne peale ja maha võtta&hellip; toote omadused: ehtne ja sünteetiline nahk pealses tagab vastupidavuse ja struktuuri&hellip; täispikkuses air-sole üksus pakub kerget pehmendust&hel Vaata lähemalt ballzy.eu.","Men's Street Shoes","159.00 EUR","84.00 EUR","Jordan;Black;Lifestyle;in stock;Yes;Jordan;Male","","","","","","","","",""
"FZ8071_010_S_CNF","","Kobe men´s nike tee m90 fall 2024","http://ballzy.eu/et/product/kobe-men-s-nike-tee-m90-fall-2024-fz8071-010-s-cnf","https://o.cropink.com/i/p-i/0297eedc-1e78-4875-8f11-3e8e3897db35","","<html><body><p> võta omaks mamba-mentaalsus selles lõdva lõikega max90 t-särgis. see on valmistatud keskmise raskusega puuvillast ja sellel on kobe'i mantellogo rinnal&hellip; toote omadused: max90 t-särk annab lõdvestunud ja vabaaja välimuse&hellip; keskmise kaaluga puuvillane kangas on pehme ja kergelt tekstureeritud&hellip; toote omaduste alapealkirjad: pehme ja kergelt tekstureeritud puuvillane kangas: tootedetailid: 100% puuvill. masinpesu. imporditud. </p></body></html> Vaata lähemalt ballzy.eu.","Men's Tees","59.00 EUR","29.00 EUR","Nike;Black;Lifestyle;in stock;Yes;Nike;Male","","","","","","","","",""
"11822003_030_CNF","","1460 greasy","http://ballzy.eu/et/product/1460-greasy-11822003-030-cnf","https://o.cropink.com/i/p-i/47c76167-6202-40df-a482-273dfb2b0206","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Boots","199.00 EUR","99.00 EUR","Dr. Martens;Black;Lifestyle;in stock;Yes;Dr. Martens;Female","","","","","","","","",""
"24258001_030_CNF","","939 ben boot","http://ballzy.eu/et/product/939-ben-boot-24258001-030-cnf","https://o.cropink.com/i/p-i/1a114ab2-c7d5-491c-a63f-51ebd7bdd5df","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Boots","199.00 EUR","149.25 EUR","Dr. Martens;Black;Lifestyle;in stock;Yes;Dr. Martens;Male|Female","","","","","","","","",""
"31222001_040_CNF","","Crewson","http://ballzy.eu/et/product/crewson-31222001-040-cnf","https://o.cropink.com/i/p-i/25e661ed-f4be-4fb2-b982-561b6e72d917","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Boots","189.00 EUR","141.75 EUR","Dr. Martens;Black;Lifestyle;in stock;Yes;Dr. Martens;Female","","","","","","","","",""
"31225001_070_CNF","","Crewson","http://ballzy.eu/et/product/crewson-31225001-070-cnf","https://o.cropink.com/i/p-i/4e27c816-db6a-4c43-9014-24ab957cf960","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Boots","189.00 EUR","141.75 EUR","Dr. Martens;Black;Lifestyle;in stock;Yes;Dr. Martens;Male","","","","","","","","",""
"TVNC7521_LALYYPPPBLCK_S_CNF","","Stateside pastel v-neck long sleeve jersey","http://ballzy.eu/et/product/stateside-pastel-v-neck-long-sleeve-jersey-tvnc7521-lalyypppblck-s-cnf","https://o.cropink.com/i/p-i/8280767c-2579-4d49-ac23-7e60ffd9747b","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Long Sleeves","124.00 EUR","64.00 EUR","Mitchell &amp; Ness;Black;Lifestyle;in stock;Yes;Mitchell and Ness;Male","","","","","","","","",""
"TB0A5VCVA581_10_CNF","","Gsm6 mid lace hkr","http://ballzy.eu/et/product/gsm6-mid-lace-hkr-tb0a5vcva581-10-cnf","https://o.cropink.com/i/p-i/37920a55-7df6-4e99-90d7-2f02c7f34dab","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Boots","149.00 EUR","111.75 EUR","Timberland;Green;Lifestyle;in stock;Yes;Timberland;Male","","","","","","","","",""
"60503796_OSFM","","Monogram multi stadium bag yankees","http://ballzy.eu/et/product/monogram-multi-stadium-bag-yankees-60503796-osfm","https://o.cropink.com/i/p-i/9fce1a7a-5cf2-48a4-aa64-8e6642ad308b","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Bags","39.00 EUR","19.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male|Female","","","","","","","","",""
"24282207_080_CNF","","939 ben boot","http://ballzy.eu/et/product/939-ben-boot-24282207-080-cnf","https://o.cropink.com/i/p-i/481399e0-d8d0-4e82-b779-ca44b66a413e","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Boots","199.00 EUR","149.25 EUR","Dr. Martens;Pruun;Lifestyle;in stock;Yes;Dr. Martens;Male","","","","","","","","",""
"60564786_L_CNF","","Nba script os tee bulls","http://ballzy.eu/et/product/nba-script-os-tee-bulls-60564786-l-cnf","https://o.cropink.com/i/p-i/9461111e-74c7-4424-ac80-84a54713c5da","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","34.00 EUR","15.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60564811_L_CNF","","Nba panel bomber bulls","http://ballzy.eu/et/product/nba-panel-bomber-bulls-60564811-l-cnf","https://o.cropink.com/i/p-i/e4fcee5b-ed09-4e6f-b8b5-e2ec5f372ec4","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Bomber Jackets","139.00 EUR","69.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"DK0A4X9XBLK1_30_CNF","","Eagle bend pant","http://ballzy.eu/et/product/eagle-bend-pant-dk0a4x9xblk1-30-cnf","https://o.cropink.com/i/p-i/1ed56876-4225-47fb-94e7-a8512506d916","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Pants","89.00 EUR","44.00 EUR","Dickies;Black;Lifestyle;in stock;Yes;Dickies;Male","","","","","","","","",""
"DK0A4XFYC401_L_CNF","","Dickies duck canvas deck jacket","http://ballzy.eu/et/product/dickies-duck-canvas-deck-jacket-dk0a4xfyc401-l-cnf","https://o.cropink.com/i/p-i/01b4becd-062b-4c09-8304-d20bc70a3507","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Bomber Jackets","149.00 EUR","111.75 EUR","Dickies;Black;Lifestyle;in stock;Yes;Dickies;Male","","","","","","","","",""
"DK0A4XYWBLK1_M_CNF","","Summerdale hoodie","http://ballzy.eu/et/product/summerdale-hoodie-dk0a4xywblk1-m-cnf","https://o.cropink.com/i/p-i/8dd0c54b-25c8-459c-9a4e-677c6b9e2e19","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hoodies","74.00 EUR","34.00 EUR","Dickies;Black;Lifestyle;in stock;Yes;Dickies;Female","","","","","","","","",""
"DK0A4Z2NBLK1_L_CNF","","Enterprise hoodie","http://ballzy.eu/et/product/enterprise-hoodie-dk0a4z2nblk1-l-cnf","https://o.cropink.com/i/p-i/dc010f80-c722-42a8-a527-e539d57b0fe3","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hoodies","79.00 EUR","39.00 EUR","Dickies;Black;Lifestyle;in stock;Yes;Dickies;Male","","","","","","","","",""
"DK0A4Z2NF901_L_CNF","","Enterprise hoodie","http://ballzy.eu/et/product/enterprise-hoodie-dk0a4z2nf901-l-cnf","https://o.cropink.com/i/p-i/9cdc4568-3c31-4d69-8344-caedbb8ab73c","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hoodies","79.00 EUR","39.00 EUR","Dickies;White;Lifestyle;in stock;Yes;Dickies;Male","","","","","","","","",""
"DK0A85SR0LN1_L_CNF","","Dickies globe hoodie","http://ballzy.eu/et/product/dickies-globe-hoodie-dk0a85sr0ln1-l-cnf","https://o.cropink.com/i/p-i/677ae659-3e03-4627-93d6-696b9e4f8369","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hoodies","84.00 EUR","39.00 EUR","Dickies;Green;Lifestyle;in stock;Yes;Dickies;Male","","","","","","","","",""
"DK0A864R0IP1_30_32_CNF","","Duck canvas camo cargo","http://ballzy.eu/et/product/duck-canvas-camo-cargo-dk0a864r0ip1-30-32-cnf","https://o.cropink.com/i/p-i/aacb8abf-4933-4198-bc01-c5713810376d","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Pants","89.00 EUR","39.00 EUR","Dickies;Green;Lifestyle;in stock;Yes;Dickies;Male","","","","","","","","",""
"HF0066_636_M_CNF","","Kobe men´s nike dri-fit standard issue pullover hoodie","http://ballzy.eu/et/product/kobe-men-s-nike-dri-fit-standard-issue-pullover-hoodie-hf0066-636-m-cnf","https://o.cropink.com/i/p-i/40ab6207-e4d0-44e4-9f0c-db9b582d7305","","<html><body><p> võta omaks mamba mentaliteet selles pehmes dressipluusis. nagu kobe väljakul, toob see oma klassikalise istuvuse ja pehme, keskmise kaaluga prantsuse froteekangaga oma garderoobi mitmekülgset väärtust. kobe'klassikaline mantellogo rinnal on koos tõmblukuga küljetasku ja lihvitud logo tõmblukuga&hellip; toote omadused: nike dri-fit tehnoloogia viib higi nahast eemale, et see aurustuks kiiremini, aidates sul kuivana ja mugavalt püsida&hellip; sileda välisküljega ja harjata silmuste Vaata lähemalt ballzy.eu.","Men's Hoodies","149.00 EUR","74.00 EUR","Nike;Red;Lifestyle;in stock;Yes;Nike;Male","","","","","","","","",""
"I033661_2GPXX_S_CNF","","Hooded chase sweat","http://ballzy.eu/et/product/hooded-chase-sweat-i033661-2gpxx-s-cnf","https://o.cropink.com/i/p-i/16deff1f-ce38-498e-9fdb-ac06d04f1582","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hoodies","89.00 EUR","39.00 EUR","Carhartt WIP;Orange;Lifestyle;in stock;Yes;Carhartt WIP;Male","","","","","","","","",""
"I033661_2GQXX_S_CNF","","Hooded chase sweat","http://ballzy.eu/et/product/hooded-chase-sweat-i033661-2gqxx-s-cnf","https://o.cropink.com/i/p-i/2eaee0b9-eb0a-4804-9c6b-9d4d733e337a","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hoodies","89.00 EUR","59.00 EUR","Carhartt WIP;Pruun;Lifestyle;in stock;Yes;Carhartt WIP;Male","","","","","","","","",""
"I033934_0D2XX_M_CNF","","Hooded pepe friends sweat","http://ballzy.eu/et/product/hooded-pepe-friends-sweat-i033934-0d2xx-m-cnf","https://o.cropink.com/i/p-i/960cd1f6-a681-458a-8dd2-105474254a72","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hoodies","99.00 EUR","49.00 EUR","Carhartt WIP;Black;Lifestyle;in stock;Yes;Carhartt WIP;Male","","","","","","","","",""
"I033952_02XX_S_CNF","","S/s brush wip t-shirt","http://ballzy.eu/et/product/s-s-brush-wip-t-shirt-i033952-02xx-s-cnf","https://o.cropink.com/i/p-i/31c44cc5-2879-4c61-aca2-15e880e359e7","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","44.00 EUR","22.00 EUR","Carhartt WIP;Black;Lifestyle;in stock;Yes;Carhartt WIP;Male","","","","","","","","",""
"I033952_2BVXX_M_CNF","","S/s brush wip t-shirt","http://ballzy.eu/et/product/s-s-brush-wip-t-shirt-i033952-2bvxx-m-cnf","https://o.cropink.com/i/p-i/fd49bec4-8ea5-4843-a6b3-6cf949be435b","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","44.00 EUR","22.00 EUR","Carhartt WIP;Black;Lifestyle;in stock;Yes;Carhartt WIP;Male","","","","","","","","",""
"I034247_2BZ02_S_CNF","","W´ brandon double knee pant","http://ballzy.eu/et/product/w-brandon-double-knee-pant-i034247-2bz02-s-cnf","https://o.cropink.com/i/p-i/9817ab70-f0f1-4490-92d0-b6db0ac34c35","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Pants","129.00 EUR","69.00 EUR","Carhartt WIP;Black;Lifestyle;in stock;Yes;Carhartt WIP;Female","","","","","","","","",""
"FN5116_010_L_CNF","","Women´s jordan sport diamond short sleeve top","http://ballzy.eu/et/product/women-s-jordan-sport-diamond-short-sleeve-top-fn5116-010-l-cnf","https://o.cropink.com/i/p-i/5fa9a997-0fd8-45a8-a477-f92e0fb58edb","","<html><body><p> see sportlik üleriietus on täispikk ja lõtv, mis liigub koos sinuga, ükskõik mida sa ka ei teeks. kujundusjooned ja kumer saum loovad visuaalset huvi ning rombikujuline võrkkiudude sissekanne seljal mitte ainult ei näe lahe välja, vaid aitab teil sõna otseses mõttes jahtuda&hellip; tooteomadused: ikooniline jordan diamond detail seljal on kerge power mesh paneel, mis suurendab hingavust&hellip; nike dri-fit tehnoloogia liigutab higi nahast eemale, et see aurustuks kiiremini, aida Vaata lähemalt ballzy.eu.","Women's Tees","49.00 EUR","29.00 EUR","Jordan;Black;Lifestyle;in stock;Yes;Jordan;Female","","","","","","","","",""
"FV6927_010_S_CNF","","Women´s jordan sport short sleeve bodysuit con performance top","http://ballzy.eu/et/product/women-s-jordan-sport-short-sleeve-bodysuit-con-performance-top-fv6927-010-s-cnf","https://o.cropink.com/i/p-i/1a8fc154-1de1-4104-9d04-bd5f2cac446e","","<html><body><p> veniv, higistav ja mugav. see crop top on kõik, mis on seotud jõudlusega. see on valmistatud kergest, venivast kangast, mis juhib higi nahast eemale ja on loodud painduma koos sinuga, aidates sul liikuda, mida iganes su treening nõuab&hellip; toote omadused: see on valmistatud kergest, venivast kangast, mis juhib higi nahast eemale: nike dri-fit tehnoloogia juhib higi nahast eemale, et see aurustuks kiiremini, aidates sul jääda kuivaks ja mugavaks&hellip; tagaosa väljalõige lisab Vaata lähemalt ballzy.eu.","Women's Tees","54.00 EUR","27.00 EUR","Jordan;Black;Lifestyle;in stock;Yes;Jordan;Female","","","","","","","","",""
"FV7077_010_XS_CNF","","Women´s jordan brooklyn fleece pants 2024","http://ballzy.eu/et/product/women-s-jordan-brooklyn-fleece-pants-2024-fv7077-010-xs-cnf","https://o.cropink.com/i/p-i/5038da09-e7bf-4cef-85fb-8e42abfeae25","","<html><body><p> higistused igaks nädalapäevaks? jah, meil on 'neid. väljaspool sile ja seestpoolt harjatud pehme, meie keskmise kaaluga fliis annab sulle kõik mõnusad tunded koos ruumika, lõdvestunud välimusega. elastne vöökoht koos pingutusnööriga muudab täiusliku istuvuse leidmise lihtsaks&hellip; toote üksikasjad: body: 80% puuvill / 20% polüester. taskukoti sõrmikupool: 100% puuvill&hellip; elastsed mansetid. küljetaskud. tikitud jumpman. masinpesu. imporditud. </p></body></html> Vaata lähemalt ballzy.eu.","Women's Pants","74.00 EUR","44.00 EUR","Jordan;Black;Lifestyle;in stock;Yes;Jordan;Female","","","","","","","","",""
"IE3425_5_CNF","","Sl 72 og w","http://ballzy.eu/et/product/sl-72-og-w-ie3425-5-cnf","https://o.cropink.com/i/p-i/74b2d606-99a9-468f-a1b7-a07de36d730b","","<html><body><p> esmakordselt 1972. aastal välja antud adidas sl72 og jalanõud on kerge konstruktsiooniga, mis muutis jooksmise revolutsiooniliselt. tänapäeval toovad hingav nailonist pealisosa koos mokkade ja nahkakattematerjalidega sinu aktiivsesse ellu retrohõngulist stiili. ecotex keel lisab tekstuuri ja eva-välipõhi hoiab sind liikvel olles mugavana. klassikaline madala profiiliga lõige ja kummist välistald annavad viimase lihvi. </p></body></html> Vaata lähemalt ballzy.eu.","Women's Street Shoes","109.00 EUR","81.75 EUR","adidas Originals;Pruun;Lifestyle;in stock;Yes;adidas Originals;Female","","","","","","","","",""
"IG9152_4.5_CNF","","Gazelle j","http://ballzy.eu/et/product/gazelle-j-ig9152-4-5-cnf","https://o.cropink.com/i/p-i/4fddda56-2e5a-4d2a-ab39-7ebfc3ad696f","","<html><body><p> järgmise põlvkonna jaoks tehtud retroklassika. need juunioride adidas gazelle´i kingad on 1991. aasta armastatud disaini uusversioon, mille pealisnahk on kõrgekvaliteediline ja 90ndate esteetiline. jalalaba all on kummist taldrikuosa, mis pakub kogu päeva mugavust ja usaldusväärset haardumist. need kingad on klassika, mis on taas sündinud ja ühendavad sind iga sammuga aastakümnete spordi ja kultuuriga. </p></body></html> Vaata lähemalt ballzy.eu.","Kids' Street Shoes","89.00 EUR","59.00 EUR","adidas Originals;Green;Lifestyle;in stock;Yes;adidas Originals;Children","","","","","","","","",""
"JI2061_4_CNF","","Gazelle indoor","http://ballzy.eu/et/product/gazelle-indoor-ji2061-4-cnf","https://o.cropink.com/i/p-i/449564ad-7a12-453a-a96c-33737ee8918c","","<html><body><p> kunagi treeningkingad, nüüdseks ajatu ikoon, on need adidas gazelle´i kingad, mille mokkamaterjalist pealne ja kummist välistald tagavad retrohõngulise välimuse, mis sobib ideaalselt vabaaja kandmiseks. kontrastne kannaots ja 3 triipu täiendavad stiilset disaini. need kingad hoiavad sinu välimuse ja hea enesetunde nii linnatänavatel kui ka sõpradega koos käies, olenemata sellest, kas jalutad linnatänavatel või sõpradega suheldes. </p></body></html> Vaata lähemalt ballzy.eu.","Women's Street Shoes","129.00 EUR","69.00 EUR","adidas Originals;Blue;Lifestyle;in stock;Yes;adidas Originals;Female","","","","","","","","",""
"VN000HHP7YO1_L_CNF","","V panda oversized","http://ballzy.eu/et/product/v-panda-oversized-vn000hhp7yo1-l-cnf","https://o.cropink.com/i/p-i/aba9d250-b186-4a4b-b231-762b621cc852","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Tees","44.00 EUR","19.00 EUR","Vans;Black;Lifestyle;in stock;Yes;Vans;Female","","","","","","","","",""
"VN000KTFM8I1_L_CNF","","Fun gfx loose ss","http://ballzy.eu/et/product/fun-gfx-loose-ss-vn000ktfm8i1-l-cnf","https://o.cropink.com/i/p-i/a0b73433-be06-4ac1-9d50-b4e8512d5f51","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","44.00 EUR","24.00 EUR","Vans;Gray;Lifestyle;in stock;Yes;Vans;Male","","","","","","","","",""
"60564779_L_CNF","","Script po hoodie bulls","http://ballzy.eu/et/product/script-po-hoodie-bulls-60564779-l-cnf","https://o.cropink.com/i/p-i/6608f05d-be70-4fb1-8630-ea6e2cafbf95","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hoodies","69.00 EUR","29.00 EUR","New Era;Red;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60564780_L_CNF","","Nba script os tee heat","http://ballzy.eu/et/product/nba-script-os-tee-heat-60564780-l-cnf","https://o.cropink.com/i/p-i/612466ea-0cab-4260-a36c-fab980203a83","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","34.00 EUR","15.00 EUR","New Era;Red;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60564788_L_CNF","","Nba script os tee lakers","http://ballzy.eu/et/product/nba-script-os-tee-lakers-60564788-l-cnf","https://o.cropink.com/i/p-i/407f4565-485e-4589-ac28-9adb5c9e47f0","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","34.00 EUR","15.00 EUR","New Era;Gray;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60564801_L_CNF","","Colour block os hoodie lakers","http://ballzy.eu/et/product/colour-block-os-hoodie-lakers-60564801-l-cnf","https://o.cropink.com/i/p-i/3793a545-2335-4ee3-ac47-c87519f1168d","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Hoodies","74.00 EUR","34.00 EUR","New Era;Gray;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60564843_L_CNF","","Ne cargo pant","http://ballzy.eu/et/product/ne-cargo-pant-60564843-l-cnf","https://o.cropink.com/i/p-i/4c217b05-c48e-46ff-8634-f33f0666df74","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Pants","79.00 EUR","34.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60564856_L_CNF","","Ne location grphc os tee","http://ballzy.eu/et/product/ne-location-grphc-os-tee-60564856-l-cnf","https://o.cropink.com/i/p-i/be24b0b5-16ed-4d40-9cf0-a8ac5084f5e3","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","39.00 EUR","19.00 EUR","New Era;Pink;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60564859_L_CNF","","Ne location grphc os tee","http://ballzy.eu/et/product/ne-location-grphc-os-tee-60564859-l-cnf","https://o.cropink.com/i/p-i/07ebec84-cbf8-47a6-a238-de2e1386c61d","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","39.00 EUR","19.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60564860_L_CNF","","Ne location grphc os tee","http://ballzy.eu/et/product/ne-location-grphc-os-tee-60564860-l-cnf","https://o.cropink.com/i/p-i/67869bc2-301f-466d-90c9-6dce288ef740","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","39.00 EUR","19.00 EUR","New Era;White;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60564865_L_CNF","","Ne city graphic os tee","http://ballzy.eu/et/product/ne-city-graphic-os-tee-60564865-l-cnf","https://o.cropink.com/i/p-i/b21d7fa3-69ab-4b0b-ab63-1b12372c8ee2","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","39.00 EUR","19.00 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60564889_L_CNF","","Mlb nylon puffer yankees","http://ballzy.eu/et/product/mlb-nylon-puffer-yankees-60564889-l-cnf","https://o.cropink.com/i/p-i/93184c87-93f7-4c5e-8947-5346b7996ba9","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Jackets","179.00 EUR","134.25 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
"60564896_L_CNF","","Mlb cord puffer yankees","http://ballzy.eu/et/product/mlb-cord-puffer-yankees-60564896-l-cnf","https://o.cropink.com/i/p-i/6d5c3ef9-6575-42cb-9be4-3a19e6541696","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Jackets","179.00 EUR","134.25 EUR","New Era;Black;Lifestyle;in stock;Yes;New Era;Male","","","","","","","","",""
