g:id,g:title,g:description,g:link,g:image_link,g:availability,g:price,g:sale_price,g:google_product_category,g:product_type,g:brand,g:condition,g:color,g:gtin,g:currency,g:size,g:age_group,g:gender,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
DK0A87Q5C481_L_CNF,Williston tee ss w,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/williston-tee-ss-w-dk0a87q5c481-l-cnf,https://o.cropink.com/i/p-i/f87a8305-841e-4118-866a-a550e6a15e85?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,39.00 EUR,19.00 EUR,Women's Tees,Women's Tees,Dickies,new,White,198265500226,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Dickies,Female
DK0A87QGL191_L_CNF,Laryville tee ss,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/laryville-tee-ss-dk0a87qgl191-l-cnf,https://o.cropink.com/i/p-i/3e02e398-b98e-447d-a96f-ff59bd0fed54?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,39.00 EUR,29.00 EUR,Men's Tees,Men's Tees,Dickies,new,Green,198265465174,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Dickies,Male
DK0A87QOBLK1_L_CNF,Sneedville tee ss,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/sneedville-tee-ss-dk0a87qoblk1-l-cnf,https://o.cropink.com/i/p-i/74e1ed78-8f55-4ce9-9494-263c55bd2f97?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,39.00 EUR,29.00 EUR,Men's Tees,Men's Tees,Dickies,new,Black,198265495645,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Dickies,Male
DK0A87QOC481_L_CNF,Sneedville tee ss,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/sneedville-tee-ss-dk0a87qoc481-l-cnf,https://o.cropink.com/i/p-i/594c4d87-845f-4e88-8de7-2c0cc6055b89?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,39.00 EUR,29.00 EUR,Men's Tees,Men's Tees,Dickies,new,White,198265495652,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Dickies,Male
DK0A87QUC481_L_CNF,Gordonsville tee ss,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/gordonsville-tee-ss-dk0a87quc481-l-cnf,https://o.cropink.com/i/p-i/636ab090-7b3a-418e-b667-db14aa187842?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,39.00 EUR,29.00 EUR,Men's Tees,Men's Tees,Dickies,new,White,198265478471,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Dickies,Male
DK0A87YMPIN1_L_CNF,Sevier tee ss,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/sevier-tee-ss-dk0a87ympin1-l-cnf,https://o.cropink.com/i/p-i/28e7d109-09d4-456a-9c6c-3b5d618e6225?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,39.00 EUR,29.00 EUR,Men's Tees,Men's Tees,Dickies,new,Green,198265476170,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Dickies,Male
DK0A88BKBLK1_L_CNF,Clancy bb hoodie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/clancy-bb-hoodie-dk0a88bkblk1-l-cnf,https://o.cropink.com/i/p-i/a20487f9-9ce2-4c43-aa7b-ad7e437e36af?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,94.00 EUR,59.00 EUR,Men's Hoodies,Men's Hoodies,Dickies,new,Black,198265572919,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Dickies,Male
DK0A88L5GYM1_L_CNF,Bolivar fz hoodie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/bolivar-fz-hoodie-dk0a88l5gym1-l-cnf,https://o.cropink.com/i/p-i/e9f7fe12-d988-4392-a5d5-66e72f2f211f?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,89.00 EUR,59.00 EUR,Men's Hoodies,Men's Hoodies,Dickies,new,Gray,198265465679,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Dickies,Male
DX0991_010_S_CNF,M nk df tee rlgd sl reset,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/m-nk-df-tee-rlgd-sl-reset-dx0991-010-s-cnf,https://o.cropink.com/i/p-i/83082b3b-01bb-4f6f-9824-0de0f979cea1?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,34.00 EUR,25.50 EUR,Men's Tees,Men's Tees,Nike,new,Black,196151251382,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Nike,Male
FB1802_103_8.5_CNF,Jordan zion 4,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/jordan-zion-4-fb1802-103-8-5-cnf,https://o.cropink.com/i/p-i/cd8edba6-ddef-462e-a133-c897e7277096?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,179.00 EUR,109.00 EUR,Men's Basketball Shoes,Men's Basketball Shoes,Jordan,new,White,198481112500,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,Yes,Jordan,Male
FV7277_050_S_CNF,M j brk flc pant,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/m-j-brk-flc-pant-fv7277-050-s-cnf,https://o.cropink.com/i/p-i/adc2f837-a503-410c-8412-1a1007ecdee5?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,79.00 EUR,59.25 EUR,Men's Pants,Men's Pants,Jordan,new,Gray,198485112827,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Jordan,Male
FZ2471_104_6_CNF,Wmns jordan heir series,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/wmns-jordan-heir-series-fz2471-104-6-cnf,https://o.cropink.com/i/p-i/7d559f40-1423-4e51-99df-edb71356f9e2?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,129.00 EUR,69.00 EUR,Women's Street Shoes,Women's Street Shoes,Jordan,new,White,198480749592,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Jordan,Female
HF6825_010_S_CNF,M nsw ow syn fill jkt,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/m-nsw-ow-syn-fill-jkt-hf6825-010-s-cnf,https://o.cropink.com/i/p-i/f2d69aca-5d61-45ab-883e-557cfa2988d6?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,189.00 EUR,94.00 EUR,Men's Jackets,Men's Jackets,Nike,new,Black,197599106760,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Nike,Male
HF6825_451_S_CNF,M nsw ow syn fill jkt,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/m-nsw-ow-syn-fill-jkt-hf6825-451-s-cnf,https://o.cropink.com/i/p-i/b7ac14a9-33bf-4542-9972-fdbff00c254f?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,189.00 EUR,94.00 EUR,Men's Jackets,Men's Jackets,Nike,new,Blue,197599104179,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Nike,Male
HJ7824_400_4Y_CNF,Jordan spizike low gs,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/jordan-spizike-low-gs-hj7824-400-4y-cnf,https://o.cropink.com/i/p-i/0792a6b7-5912-42e3-bb04-8f2a31ed1cd9?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,134.00 EUR,79.00 EUR,Kids' Street Shoes,Kids' Street Shoes,Jordan,new,Blue,198481039920,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Jordan,Female|Children
HJ8200_010_MISC_CNF,Nike hayward bkpk,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/nike-hayward-bkpk-hj8200-010-misc-cnf,https://o.cropink.com/i/p-i/fd7e75a6-38c0-4388-b1cc-d3f704ed7388?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,74.00 EUR,55.50 EUR,Kids' Backpacks,Kids' Backpacks,Nike,new,Black,197862668049,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Nike,Male|Female|Children
HM9965_100_MISC_CNF,Nk varsity elite bkpk,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/nk-varsity-elite-bkpk-hm9965-100-misc-cnf,https://o.cropink.com/i/p-i/9fd37d90-7411-4e09-9a88-1606765cceb1?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,99.00 EUR,74.25 EUR,Kids' Backpacks,Kids' Backpacks,Nike,new,White,198481002832,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Nike,Male|Female|Children
HQ8966_100_L_CNF,M j df sprt gfx ss crew,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/m-j-df-sprt-gfx-ss-crew-hq8966-100-l-cnf,https://o.cropink.com/i/p-i/b7dc22da-48e8-4b44-9df1-eeaddbbe9b91?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,59.00 EUR,39.00 EUR,Men's Tees,Men's Tees,Jordan,new,White,198485073586,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Jordan,Male
HV3537_010_S_CNF,M nk df dna 8in short naos,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/m-nk-df-dna-8in-short-naos-hv3537-010-s-cnf,https://o.cropink.com/i/p-i/ed749efa-640b-4b8b-8600-99e60e06ef40?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,64.00 EUR,48.00 EUR,Men's Shorts,Men's Shorts,Nike,new,Black,198482342531,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,Yes,Nike,Male
HV4101_010_S_CNF,M j df sprt sl comp top,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/m-j-df-sprt-sl-comp-top-hv4101-010-s-cnf,https://o.cropink.com/i/p-i/bbddc057-6b42-41c8-89ce-ccbdd995e35c?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,42.00 EUR,31.50 EUR,Men's Tees,Men's Tees,Jordan,new,Black,198485029941,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Jordan,Male
I035204_02XX_M_CNF,S/s solar chrome c-logo t-shirt,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/s-s-solar-chrome-c-logo-t-shirt-i035204-02xx-m-cnf,https://o.cropink.com/i/p-i/4dee361b-0df7-4de1-9e3d-e268663948d8?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,49.00 EUR,34.00 EUR,Men's Tees,Men's Tees,Carhartt WIP,new,White,4068584185526,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Carhartt WIP,Male
I035204_1CXX_L_CNF,S/s solar chrome c-logo t-shirt,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/s-s-solar-chrome-c-logo-t-shirt-i035204-1cxx-l-cnf,https://o.cropink.com/i/p-i/9cfb4b11-5c02-4e15-b0f2-8572faef3722?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,49.00 EUR,34.00 EUR,Men's Tees,Men's Tees,Carhartt WIP,new,Black,4068584267420,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Carhartt WIP,Male
I035208_02XX_S_CNF,S/s jake garcia t-shirt,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/s-s-jake-garcia-t-shirt-i035208-02xx-s-cnf,https://o.cropink.com/i/p-i/cbd40873-61c5-4a2d-82c3-844b7eb4ca95?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,65.00 EUR,48.75 EUR,Men's Tees,Men's Tees,Carhartt WIP,new,White,4068584267925,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Carhartt WIP,Male
I035495_3DWXX_S_CNF,S/s wiptopia script t-shirt,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/s-s-wiptopia-script-t-shirt-i035495-3dwxx-s-cnf,https://o.cropink.com/i/p-i/8a2e3dcd-de9d-4b68-b996-ab3ac0b934f6?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,45.00 EUR,33.75 EUR,Men's Tees,Men's Tees,Carhartt WIP,new,Black,4068584318412,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Carhartt WIP,Male
I035496_02XX_S_CNF,W´ s/s wiptopia t-shirt,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/w-s-s-wiptopia-t-shirt-i035496-02xx-s-cnf,https://o.cropink.com/i/p-i/a6dc1799-b0f1-413d-8db4-92730492eead?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,45.00 EUR,33.75 EUR,Women's Tees,Women's Tees,Carhartt WIP,new,White,4068584205248,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Carhartt WIP,Female
IB2498_010_XS_CNF,W j spt df csvr flc hoodie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/w-j-spt-df-csvr-flc-hoodie-ib2498-010-xs-cnf,https://o.cropink.com/i/p-i/d5185307-f1c7-4325-a772-df530919bb2b?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,89.00 EUR,64.00 EUR,Women's Hoodies,Women's Hoodies,Jordan,new,Black,198485403864,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Jordan,Female
IB2498_041_XS_CNF,W j spt df csvr flc hoodie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/w-j-spt-df-csvr-flc-hoodie-ib2498-041-xs-cnf,https://o.cropink.com/i/p-i/d0d78e8a-4eec-4b86-85df-e1b2759f7302?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,89.00 EUR,64.00 EUR,Women's Hoodies,Women's Hoodies,Jordan,new,Multicolored,198485444560,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Jordan,Female
IB2504_010_XS_CNF,W j spt df csvr flc pant,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/w-j-spt-df-csvr-flc-pant-ib2504-010-xs-cnf,https://o.cropink.com/i/p-i/6b1ebf39-cb1c-46d5-b83d-9805fc9b3366?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,89.00 EUR,64.00 EUR,Women's Pants,Women's Pants,Jordan,new,Black,198485395879,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Jordan,Female
IF1743_400_6.5_CNF,Wmns nike field general,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/wmns-nike-field-general-if1743-400-6-5-cnf,https://o.cropink.com/i/p-i/a0f715a4-872b-44b9-b7d0-9f70e11cf520?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,134.00 EUR,59.00 EUR,Women's Street Shoes,Women's Street Shoes,Nike,new,Blue,198485805460,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Nike,Female
IF5617_010_S_CNF,M j nc wings photo ss crew,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/m-j-nc-wings-photo-ss-crew-if5617-010-s-cnf,https://o.cropink.com/i/p-i/3d08c583-fd2e-46ef-89d3-1ef9e3ef5c26?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,49.00 EUR,29.00 EUR,Men's Tees,Men's Tees,Jordan,new,Black,198485583894,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Jordan,Male
IM0367_010_S_CNF,Kb w nk df tee lbr crop,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/kb-w-nk-df-tee-lbr-crop-im0367-010-s-cnf,https://o.cropink.com/i/p-i/852a8616-dddf-4c76-b782-23782fac7a7a?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,49.00 EUR,29.00 EUR,Women's Tees,Women's Tees,Nike,new,Black,198486169011,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,Nike,Female
JP8731_4_CNF,Adimule w,"Slip into instant comfort and casual style with the adimule slides from adidas. whether you´re stepping out or staying in, their smooth leather upper hugs your foot in soft support. a cork midsole and rubber outsole provide stability with every step while a suede footbed keeps your stride cushioned and comfortable all day. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/adimule-w-jp8731-4-cnf,https://o.cropink.com/i/p-i/9a3013b4-ce9a-43c0-825d-9345a084d6cc?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,99.00 EUR,59.00 EUR,Women's Street Shoes,Women's Street Shoes,adidas Originals,new,Pink,4067907649394,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
JQ1688_8_CNF,Montreal rm,"Clean and simple, these shoes take inspiration from the montreal 76. a smooth leather upper and rubber outsole offer durability and all-day comfort. the distinctive 3-stripes and heel tab proudly display your adidas loyalty. step into these shoes and make your mark. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/montreal-rm-jq1688-8-cnf,https://o.cropink.com/i/p-i/2cda8e76-9dd7-43e3-8d96-d07be3e0ca69?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,114.00 EUR,69.00 EUR,Men's Street Shoes,Men's Street Shoes,adidas Originals,new,Black,4068811996413,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,adidas Originals,Male
JQ8315_4.5_CNF,Sl 72 og w,"The sl 72 made their debut in 1972 and quickly made a name for themselves with their revolutionary lightweight build. now, the adidas sl 72 shoes continue the legacy, bringing that same game-changing spirit to today´s streets. this version features a nylon upper with suede overlays and leather 3-stripes for a look that pairs perfectly with retro style or modern minimalism. a soft eva ecotex tongue and leather heel tab provide comfortable, easy-to-wear details that let you focus on where the day  Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/sl-72-og-w-jq8315-4-5-cnf,https://o.cropink.com/i/p-i/b479fb71-bceb-41b3-b58f-67dd2d89a255?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,99.00 EUR,54.00 EUR,Women's Street Shoes,Women's Street Shoes,adidas Originals,new,Red,4068801573013,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
JR0933_10_CNF,Samba xlg,"These adidas samba xlg shoes pair a soft leather upper with a rubber outsole for a crisp, clean look. the smooth suede from the t-toe now extends over the eyestay, adding subtle depth and detail. a staple for more than 70 years, this version of the samba continues the legacy, taking you from the indoor training days to modern street style. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/samba-xlg-jr0933-10-cnf,https://o.cropink.com/i/p-i/9a626a80-5ae7-4ad6-94f5-30a382d62b8d?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,129.00 EUR,79.00 EUR,Men's Street Shoes,Men's Street Shoes,adidas Originals,new,White,4068801321539,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,adidas Originals,Male
JR7287_10_CNF,Campus 00s,"Although they made their debut on the hardwood, the adidas campus shoes were quickly adopted just about everywhere else. with this pair, we move the iconic silhouette in another direction and add modern materials, colours and proportions. they´re done with a premium leather upper lined with soft textile terry fabric, with all of it riding on an off-white midsole — a clear connect to the campus legacy. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/campus-00s-jr7287-10-cnf,https://o.cropink.com/i/p-i/55ca1a98-8f4c-4aeb-9424-c1cd29a0fef8?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,119.00 EUR,89.25 EUR,Women's Street Shoes,Women's Street Shoes,adidas Originals,new,Black,4068811359782,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,adidas Originals,Male|Female
JR8275_8_CNF,Adizero select 3.0,"Lightweight and comfortable, the adizero ѕelect trainers from adidas basketball keep you moving. a lightweight lightstrike midsole cushions each stride while the textile upper elevates your comfort level. whether you´re dominating a five-on-five at the park or pushing the pace during a league game, these basketball shoes won´t slow you down on your mission to the rack. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/adizero-select-3-0-jr8275-8-cnf,https://o.cropink.com/i/p-i/774f8857-e778-4eaf-95b3-f8403b96f0d3?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,109.00 EUR,59.00 EUR,Men's Basketball Shoes,Men's Basketball Shoes,adidas Performance,new,Blue,4068803453849,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,Yes,adidas Performance,Male
JR9935_10_CNF,Adidas initiation,"These adidas initiation shoes were built to help you find your flow on the hardwood. the dreamstrike+ midsole provides enhanced comfort on every stride and cut, while the textile lining keeps your feet comfortable through the final whistle. the rubber outsole delivers the traction you need to make your best moves. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/adidas-initiation-jr9935-10-cnf,https://o.cropink.com/i/p-i/fa88f648-072f-4088-8275-a7c8fe2ee070?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,79.00 EUR,44.00 EUR,Men's Basketball Shoes,Men's Basketball Shoes,adidas Performance,new,Black,4068807086845,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,Yes,adidas Performance,Male
JS1340_4.5_CNF,Superstar ii w,"Adidas superstar shoes were first made for the hardwood, but quickly found a home in hip hop and street culture. this pair is designed for comfort and style, with new proportions and a street-ready attitude. premium leather and iconic details like the rubber shell toe and serrated 3-stripes keep them rooted in adidas heritage. let the shoe that has launched generations of originals kick start your own journey. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/superstar-ii-w-js1340-4-5-cnf,https://o.cropink.com/i/p-i/b68051f6-f668-4fb1-ae3f-fc23178c0da3?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,124.00 EUR,93.00 EUR,Women's Street Shoes,Women's Street Shoes,adidas Originals,new,Black,4068801738856,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
JS3790_10_CNF,Campus 00s beta,These adidas campus 00s beta shoes give a fresh update to a classic silhouette. the smooth leather upper is paired with suede overlays for an eye-catching mix of textures. additional panels and perforations add depth and detail while the rubber outsole provides traction. a mesh tongue completes the look. Vaata lähemalt ballzy.eu.,http://ballzy.eu/fi/product/campus-00s-beta-js3790-10-cnf,https://o.cropink.com/i/p-i/5ee709d2-af9c-436e-a68d-a96d2fafa316?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,119.00 EUR,79.00 EUR,Men's Street Shoes,Men's Street Shoes,adidas Originals,new,Black,4068801604168,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,adidas Originals,Male
JS3894_4.5_CNF,Gazelle bold w,"Born on the ´60s training track, the adidas gazelle shoes have become a streetwear staple known for their simple style. today´s version brings back that vintage charm but in a bold platform silhouette. it´s designed with a soft suede upper in eye-catching colour combinations. a smooth rubber outsole keeps the look grounded. whether you´re hitting the town or just headed out for the day, these shoes keep your look on point. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/gazelle-bold-w-js3894-4-5-cnf,https://o.cropink.com/i/p-i/9dae4470-2fe8-474a-98fc-3dbd317f57aa?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,119.00 EUR,69.00 EUR,Women's Street Shoes,Women's Street Shoes,adidas Originals,new,Multicolored,4068801725122,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
JV6911_L_CNF,Crazylite aop 1,"When you live on the basketball court, you need performance shorts that will keep you comfortable. these lightweight basketball shorts from adidas feature an allover print for a unique look. they fit loose so you can move from baseline to baseline with ease. climacool wicks and disperses sweat for cool, dry and distraction-free performance.   climacool helps you manage sweat with materials that wick and manage sweat quickly. its fast-dry fibres give you a fresh-skin feel. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/crazylite-aop-1-jv6911-l-cnf,https://o.cropink.com/i/p-i/ef229645-3b6b-4e4a-a4cc-700e2223120d?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,44.00 EUR,29.00 EUR,Men's Shorts,Men's Shorts,adidas Originals,new,Purple,4068807875319,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,adidas Originals,Male
JW0154_XS_CNF,Buffy tee os,"This adidas tee is a must-have for ´90s tv fans. it celebrates the iconic series buffy the vampire slayer with graphics on the front and back. the loose shape and soft cotton build keep the look and feel casual. nostalgic and full of attitude, this t-shirt lets you represent your favourite vampire slayer in style. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/buffy-tee-os-jw0154-xs-cnf,https://o.cropink.com/i/p-i/1b6a078a-e44f-4126-8aaf-ddc3ff1183a7?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,44.00 EUR,24.00 EUR,Women's Tees,Women's Tees,adidas Originals,new,Black,4068811999759,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
JW0155_XS_CNF,Buffy hoodie,"This adidas fox disney hoodie is all about expressing your individual style. its soft french terry build and oversized fit keeps you comfortable all day. a graphic celebrates the beloved ´90s tv show buffy the vampire slayer, making this the perfect piece for fans of the series and retro style. Vaata lähemalt ballzy.eu.",http://ballzy.eu/fi/product/buffy-hoodie-jw0155-xs-cnf,https://o.cropink.com/i/p-i/840bb458-bd7c-48cc-93f6-34dfb304f357?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,89.00 EUR,49.00 EUR,Women's Hoodies,Women's Hoodies,adidas Originals,new,Black,4068811995904,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,adidas Originals,Female
